systemOperation;ID;invariantType;invariantCategory;systemOperation-InvariantType;systemOperation-InvariantCategory;classification;GPT_verdict;result;confidence;promptTokens;completionTokens;totalTokens;maxNumberOfOperations;GPT_Model
OMDb_ByIdOrTitle;10;daikon.inv.unary.string.IsNumeric;Specific formats;OMDb_ByIdOrTitle-daikon.inv.unary.string.IsNumeric;OMDb_ByIdOrTitle-Specific formats;TP;TP;TP;0.95;634;432;1066;10000;GPT-4o
OMDb_ByIdOrTitle;11;daikon.inv.unary.string.IsNumeric;Specific formats;OMDb_ByIdOrTitle-daikon.inv.unary.string.IsNumeric;OMDb_ByIdOrTitle-Specific formats;TP;TP;TP;0.95;645;451;1096;10000;GPT-4o
OMDb_ByIdOrTitle;12;daikon.inv.unary.string.IsNumeric;Specific formats;OMDb_ByIdOrTitle-daikon.inv.unary.string.IsNumeric;OMDb_ByIdOrTitle-Specific formats;TP;FP;FN;0.9;641;432;1073;10000;GPT-4o
OMDb_ByIdOrTitle;13;daikon.inv.unary.string.FixedLengthString;Specific formats;OMDb_ByIdOrTitle-daikon.inv.unary.string.FixedLengthString;OMDb_ByIdOrTitle-Specific formats;TP;TP;TP;0.95;656;507;1163;10000;GPT-4o
OMDb_ByIdOrTitle;14;daikon.inv.unary.string.IsNumeric;Specific formats;OMDb_ByIdOrTitle-daikon.inv.unary.string.IsNumeric;OMDb_ByIdOrTitle-Specific formats;TP;TP;TP;0.95;626;440;1066;10000;GPT-4o
OMDb_ByIdOrTitle;15;daikon.inv.unary.string.IsNumeric;Specific formats;OMDb_ByIdOrTitle-daikon.inv.unary.string.IsNumeric;OMDb_ByIdOrTitle-Specific formats;TP;TP;TP;0.9;626;490;1116;10000;GPT-4o
OMDb_ByIdOrTitle;16;daikon.inv.unary.string.FixedLengthString;Specific formats;OMDb_ByIdOrTitle-daikon.inv.unary.string.FixedLengthString;OMDb_ByIdOrTitle-Specific formats;TP;FP;FN;0.8;647;414;1061;10000;GPT-4o
OMDb_ByIdOrTitle;17;daikon.inv.unary.string.IsNumeric;Specific formats;OMDb_ByIdOrTitle-daikon.inv.unary.string.IsNumeric;OMDb_ByIdOrTitle-Specific formats;TP;TP;TP;0.95;634;344;978;10000;GPT-4o
OMDb_ByIdOrTitle;18;daikon.inv.unary.string.OneOfString;Specific values;OMDb_ByIdOrTitle-daikon.inv.unary.string.OneOfString;OMDb_ByIdOrTitle-Specific values;FP;FP;TN;0.95;653;482;1135;1000;GPT-4o
Spotify_createPlaylist;0;daikon.inv.binary.twoString.StringEqual;String comparisons;Spotify_createPlaylist-daikon.inv.binary.twoString.StringEqual;Spotify_createPlaylist-String comparisons;TP;TP;TP;0.95;903;408;1311;10000;GPT-4o
Spotify_createPlaylist;1;daikon.inv.binary.twoString.StringEqual;String comparisons;Spotify_createPlaylist-daikon.inv.binary.twoString.StringEqual;Spotify_createPlaylist-String comparisons;TP;TP;TP;0.95;745;449;1194;10000;GPT-4o
Spotify_createPlaylist;2;daikon.inv.binary.twoString.StringEqual;String comparisons;Spotify_createPlaylist-daikon.inv.binary.twoString.StringEqual;Spotify_createPlaylist-String comparisons;TP;FP;FN;0.8;768;425;1193;10000;GPT-4o
Spotify_createPlaylist;3;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;Spotify_createPlaylist-daikon.inv.binary.twoScalar.IntEqual;Spotify_createPlaylist-Arithmetic comparisons;TP;TP;TP;0.95;710;442;1152;10000;GPT-4o
Spotify_createPlaylist;4;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;Spotify_createPlaylist-daikon.inv.binary.twoScalar.IntEqual;Spotify_createPlaylist-Arithmetic comparisons;TP;TP;TP;0.95;694;391;1085;10000;GPT-4o
Spotify_createPlaylist;5;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;Spotify_createPlaylist-daikon.inv.binary.twoScalar.IntEqual;Spotify_createPlaylist-Arithmetic comparisons;TP;FP;FN;0.9;729;505;1234;10000;GPT-4o
Spotify_createPlaylist;6;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;Spotify_createPlaylist-daikon.inv.binary.twoScalar.IntEqual;Spotify_createPlaylist-Arithmetic comparisons;TP;FP;FN;0.95;722;471;1193;10000;GPT-4o
Spotify_createPlaylist;7;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;Spotify_createPlaylist-daikon.inv.binary.twoScalar.IntEqual;Spotify_createPlaylist-Arithmetic comparisons;TP;FP;FN;0.7;736;413;1149;10000;GPT-4o
Spotify_createPlaylist;8;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;Spotify_createPlaylist-daikon.inv.binary.twoScalar.IntEqual;Spotify_createPlaylist-Arithmetic comparisons;TP;FP;FN;0.8;762;453;1215;10000;GPT-4o
Spotify_createPlaylist;9;daikon.inv.unary.scalar.NonZero;Arithmetic comparisons;Spotify_createPlaylist-daikon.inv.unary.scalar.NonZero;Spotify_createPlaylist-Arithmetic comparisons;TP;TP;TP;0.95;629;388;1017;10000;GPT-4o
Spotify_createPlaylist;10;daikon.inv.unary.scalar.NonZero;Arithmetic comparisons;Spotify_createPlaylist-daikon.inv.unary.scalar.NonZero;Spotify_createPlaylist-Arithmetic comparisons;TP;TP;TP;0.95;629;396;1025;10000;GPT-4o
Spotify_createPlaylist;11;daikon.inv.unary.scalar.NonZero;Arithmetic comparisons;Spotify_createPlaylist-daikon.inv.unary.scalar.NonZero;Spotify_createPlaylist-Arithmetic comparisons;TP;TP;TP;0.9;697;438;1135;10000;GPT-4o
Spotify_createPlaylist;12;daikon.inv.unary.sequence.OneOfSequence;Specific values;Spotify_createPlaylist-daikon.inv.unary.sequence.OneOfSequence;Spotify_createPlaylist-Specific values;TP;TP;TP;0.95;722;424;1146;10000;GPT-4o
Spotify_createPlaylist;13;daikon.inv.unary.scalar.NonZero;Arithmetic comparisons;Spotify_createPlaylist-daikon.inv.unary.scalar.NonZero;Spotify_createPlaylist-Arithmetic comparisons;TP;TP;TP;0.95;617;379;996;10000;GPT-4o
Spotify_createPlaylist;14;daikon.inv.unary.scalar.NonZero;Arithmetic comparisons;Spotify_createPlaylist-daikon.inv.unary.scalar.NonZero;Spotify_createPlaylist-Arithmetic comparisons;TP;TP;TP;0.8;630;577;1207;10000;GPT-4o
Spotify_createPlaylist;15;daikon.inv.unary.scalar.OneOfScalar;Specific values;Spotify_createPlaylist-daikon.inv.unary.scalar.OneOfScalar;Spotify_createPlaylist-Specific values;TP;FP;FN;0.6;654;483;1137;10000;GPT-4o
Spotify_createPlaylist;16;daikon.inv.unary.string.OneOfString;Specific values;Spotify_createPlaylist-daikon.inv.unary.string.OneOfString;Spotify_createPlaylist-Specific values;TP;TP;TP;0.95;689;426;1115;10000;GPT-4o
Spotify_createPlaylist;17;daikon.inv.unary.scalar.NonZero;Arithmetic comparisons;Spotify_createPlaylist-daikon.inv.unary.scalar.NonZero;Spotify_createPlaylist-Arithmetic comparisons;TP;TP;TP;0.95;618;411;1029;10000;GPT-4o
Spotify_createPlaylist;18;daikon.inv.unary.scalar.NonZero;Arithmetic comparisons;Spotify_createPlaylist-daikon.inv.unary.scalar.NonZero;Spotify_createPlaylist-Arithmetic comparisons;TP;TP;TP;0.95;723;401;1124;10000;GPT-4o
Spotify_createPlaylist;19;daikon.inv.unary.sequence.OneOfSequence;Specific values;Spotify_createPlaylist-daikon.inv.unary.sequence.OneOfSequence;Spotify_createPlaylist-Specific values;TP;TP;TP;0.9;748;492;1240;10000;GPT-4o
Spotify_createPlaylist;20;daikon.inv.unary.scalar.OneOfScalar;Specific values;Spotify_createPlaylist-daikon.inv.unary.scalar.OneOfScalar;Spotify_createPlaylist-Specific values;TP;TP;TP;0.9;712;467;1179;10000;GPT-4o
Spotify_createPlaylist;21;daikon.inv.unary.string.OneOfString;Specific values;Spotify_createPlaylist-daikon.inv.unary.string.OneOfString;Spotify_createPlaylist-Specific values;TP;TP;TP;0.95;688;392;1080;10000;GPT-4o
Spotify_createPlaylist;22;daikon.inv.unary.string.FixedLengthString;Specific formats;Spotify_createPlaylist-daikon.inv.unary.string.FixedLengthString;Spotify_createPlaylist-Specific formats;TP;TP;TP;0.95;814;386;1200;10000;GPT-4o
Spotify_createPlaylist;23;daikon.inv.unary.string.IsUrl;Specific formats;Spotify_createPlaylist-daikon.inv.unary.string.IsUrl;Spotify_createPlaylist-Specific formats;TP;TP;TP;0.95;809;318;1127;10000;GPT-4o
Spotify_createPlaylist;24;daikon.inv.unary.string.FixedLengthString;Specific formats;Spotify_createPlaylist-daikon.inv.unary.string.FixedLengthString;Spotify_createPlaylist-Specific formats;TP;TP;TP;0.95;805;543;1348;10000;GPT-4o
Spotify_createPlaylist;25;daikon.inv.unary.string.IsUrl;Specific formats;Spotify_createPlaylist-daikon.inv.unary.string.IsUrl;Spotify_createPlaylist-Specific formats;TP;TP;TP;0.95;800;417;1217;10000;GPT-4o
Spotify_createPlaylist;26;daikon.inv.unary.string.FixedLengthString;Specific formats;Spotify_createPlaylist-daikon.inv.unary.string.FixedLengthString;Spotify_createPlaylist-Specific formats;TP;TP;TP;0.95;752;416;1168;10000;GPT-4o
Spotify_createPlaylist;27;daikon.inv.unary.string.IsUrl;Specific formats;Spotify_createPlaylist-daikon.inv.unary.string.IsUrl;Spotify_createPlaylist-Specific formats;TP;TP;TP;0.95;817;336;1153;10000;GPT-4o
Spotify_createPlaylist;28;daikon.inv.unary.string.IsUrl;Specific formats;Spotify_createPlaylist-daikon.inv.unary.string.IsUrl;Spotify_createPlaylist-Specific formats;TP;TP;TP;0.95;810;349;1159;10000;GPT-4o
Spotify_createPlaylist;29;daikon.inv.unary.string.FixedLengthString;Specific formats;Spotify_createPlaylist-daikon.inv.unary.string.FixedLengthString;Spotify_createPlaylist-Specific formats;TP;TP;TP;0.95;663;394;1057;10000;GPT-4o
Spotify_createPlaylist;30;daikon.inv.unary.string.FixedLengthString;Specific formats;Spotify_createPlaylist-daikon.inv.unary.string.FixedLengthString;Spotify_createPlaylist-Specific formats;TP;TP;TP;0.95;895;405;1300;10000;GPT-4o
Spotify_createPlaylist;31;daikon.inv.unary.string.FixedLengthString;Specific formats;Spotify_createPlaylist-daikon.inv.unary.string.FixedLengthString;Spotify_createPlaylist-Specific formats;TP;TP;TP;0.95;828;379;1207;10000;GPT-4o
Spotify_createPlaylist;32;daikon.inv.unary.string.IsUrl;Specific formats;Spotify_createPlaylist-daikon.inv.unary.string.IsUrl;Spotify_createPlaylist-Specific formats;TP;TP;TP;0.9;823;460;1283;10000;GPT-4o
Spotify_createPlaylist;33;daikon.inv.unary.string.FixedLengthString;Specific formats;Spotify_createPlaylist-daikon.inv.unary.string.FixedLengthString;Spotify_createPlaylist-Specific formats;TP;TP;TP;0.95;662;421;1083;10000;GPT-4o
Spotify_createPlaylist;34;daikon.inv.unary.string.FixedLengthString;Specific formats;Spotify_createPlaylist-daikon.inv.unary.string.FixedLengthString;Spotify_createPlaylist-Specific formats;TP;TP;TP;0.95;776;421;1197;10000;GPT-4o
Spotify_createPlaylist;35;daikon.inv.binary.twoString.StdString$SubString;String comparisons;Spotify_createPlaylist-daikon.inv.binary.twoString.StdString$SubString;Spotify_createPlaylist-String comparisons;TP;TP;TP;0.95;965;394;1359;10000;GPT-4o
Spotify_createPlaylist;36;daikon.inv.binary.twoString.StdString$SubString;String comparisons;Spotify_createPlaylist-daikon.inv.binary.twoString.StdString$SubString;Spotify_createPlaylist-String comparisons;TP;TP;TP;0.95;958;463;1421;10000;GPT-4o
Spotify_createPlaylist;37;daikon.inv.binary.twoString.StdString$SubString;String comparisons;Spotify_createPlaylist-daikon.inv.binary.twoString.StdString$SubString;Spotify_createPlaylist-String comparisons;TP;TP;TP;0.95;925;428;1353;10000;GPT-4o
Spotify_createPlaylist;38;daikon.inv.binary.twoString.StdString$SubString;String comparisons;Spotify_createPlaylist-daikon.inv.binary.twoString.StdString$SubString;Spotify_createPlaylist-String comparisons;TP;TP;TP;0.95;921;340;1261;10000;GPT-4o
Spotify_createPlaylist;39;daikon.inv.binary.twoString.StdString$SubString;String comparisons;Spotify_createPlaylist-daikon.inv.binary.twoString.StdString$SubString;Spotify_createPlaylist-String comparisons;TP;TP;TP;0.95;866;390;1256;10000;GPT-4o
Spotify_createPlaylist;40;daikon.inv.binary.twoString.StdString$SubString;String comparisons;Spotify_createPlaylist-daikon.inv.binary.twoString.StdString$SubString;Spotify_createPlaylist-String comparisons;TP;TP;TP;0.95;924;385;1309;10000;GPT-4o
Spotify_createPlaylist;41;daikon.inv.binary.twoString.StdString$SubString;String comparisons;Spotify_createPlaylist-daikon.inv.binary.twoString.StdString$SubString;Spotify_createPlaylist-String comparisons;TP;TP;TP;0.95;982;398;1380;10000;GPT-4o
Spotify_createPlaylist;42;daikon.inv.binary.twoString.StdString$SubString;String comparisons;Spotify_createPlaylist-daikon.inv.binary.twoString.StdString$SubString;Spotify_createPlaylist-String comparisons;TP;TP;TP;0.95;861;392;1253;10000;GPT-4o
Spotify_createPlaylist;43;daikon.inv.binary.twoString.StdString$SubString;String comparisons;Spotify_createPlaylist-daikon.inv.binary.twoString.StdString$SubString;Spotify_createPlaylist-String comparisons;TP;TP;TP;0.95;881;393;1274;10000;GPT-4o
Spotify_createPlaylist;44;daikon.inv.binary.twoString.StdString$SubString;String comparisons;Spotify_createPlaylist-daikon.inv.binary.twoString.StdString$SubString;Spotify_createPlaylist-String comparisons;TP;TP;TP;0.95;871;385;1256;10000;GPT-4o
Spotify_createPlaylist;45;daikon.inv.binary.twoString.StdString$SubString;String comparisons;Spotify_createPlaylist-daikon.inv.binary.twoString.StdString$SubString;Spotify_createPlaylist-String comparisons;TP;TP;TP;0.95;864;407;1271;10000;GPT-4o
Spotify_createPlaylist;46;daikon.inv.binary.twoString.StdString$SubString;String comparisons;Spotify_createPlaylist-daikon.inv.binary.twoString.StdString$SubString;Spotify_createPlaylist-String comparisons;TP;TP;TP;0.95;830;397;1227;10000;GPT-4o
Spotify_createPlaylist;47;daikon.inv.binary.twoString.StdString$SubString;String comparisons;Spotify_createPlaylist-daikon.inv.binary.twoString.StdString$SubString;Spotify_createPlaylist-String comparisons;TP;TP;TP;0.95;821;373;1194;10000;GPT-4o
GitHub_getOrganizationRepositories;0;daikon.inv.binary.twoString.StringEqual;String comparisons;GitHub_getOrganizationRepositories-daikon.inv.binary.twoString.StringEqual;GitHub_getOrganizationRepositories-String comparisons;FP;FP;TN;0.7;722;508;1230;50;GPT-4o
GitHub_getOrganizationRepositories;1;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;GitHub_getOrganizationRepositories-daikon.inv.binary.twoScalar.IntEqual;GitHub_getOrganizationRepositories-Arithmetic comparisons;FP;FP;TN;0.9;656;460;1116;10000;GPT-4o
GitHub_getOrganizationRepositories;2;daikon.inv.binary.twoString.StringEqual;String comparisons;GitHub_getOrganizationRepositories-daikon.inv.binary.twoString.StringEqual;GitHub_getOrganizationRepositories-String comparisons;FP;TP;FP;0.95;804;396;1200;10000;GPT-4o
GitHub_getOrganizationRepositories;3;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;GitHub_getOrganizationRepositories-daikon.inv.binary.twoScalar.IntEqual;GitHub_getOrganizationRepositories-Arithmetic comparisons;TP;TP;TP;0.95;702;455;1157;10000;GPT-4o
GitHub_getOrganizationRepositories;4;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;GitHub_getOrganizationRepositories-daikon.inv.binary.twoScalar.IntEqual;GitHub_getOrganizationRepositories-Arithmetic comparisons;TP;TP;TP;0.9;718;405;1123;10000;GPT-4o
GitHub_getOrganizationRepositories;5;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;GitHub_getOrganizationRepositories-daikon.inv.binary.twoScalar.IntEqual;GitHub_getOrganizationRepositories-Arithmetic comparisons;TP;TP;TP;0.9;717;452;1169;10000;GPT-4o
GitHub_getOrganizationRepositories;6;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;GitHub_getOrganizationRepositories-daikon.inv.binary.twoScalar.IntEqual;GitHub_getOrganizationRepositories-Arithmetic comparisons;TP;TP;TP;0.95;718;416;1134;10000;GPT-4o
GitHub_getOrganizationRepositories;7;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;GitHub_getOrganizationRepositories-daikon.inv.binary.twoScalar.IntEqual;GitHub_getOrganizationRepositories-Arithmetic comparisons;FP;FP;TN;0.9;659;430;1089;100;GPT-4o
GitHub_getOrganizationRepositories;8;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;GitHub_getOrganizationRepositories-daikon.inv.binary.twoScalar.IntEqual;GitHub_getOrganizationRepositories-Arithmetic comparisons;FP;TP;FP;0.9;666;398;1064;10000;GPT-4o
GitHub_getOrganizationRepositories;9;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;GitHub_getOrganizationRepositories-daikon.inv.binary.twoScalar.IntEqual;GitHub_getOrganizationRepositories-Arithmetic comparisons;FP;FP;TN;0.7;666;449;1115;100;GPT-4o
GitHub_getOrganizationRepositories;10;daikon.inv.unary.scalar.NonZero;Arithmetic comparisons;GitHub_getOrganizationRepositories-daikon.inv.unary.scalar.NonZero;GitHub_getOrganizationRepositories-Arithmetic comparisons;TP;TP;TP;0.95;599;418;1017;10000;GPT-4o
GitHub_getOrganizationRepositories;11;daikon.inv.unary.string.OneOfString;Specific values;GitHub_getOrganizationRepositories-daikon.inv.unary.string.OneOfString;GitHub_getOrganizationRepositories-Specific values;TP;TP;TP;0.85;697;402;1099;10000;GPT-4o
GitHub_getOrganizationRepositories;12;daikon.inv.unary.string.OneOfString;Specific values;GitHub_getOrganizationRepositories-daikon.inv.unary.string.OneOfString;GitHub_getOrganizationRepositories-Specific values;TP;FP;FN;0.8;677;466;1143;10000;GPT-4o
GitHub_getOrganizationRepositories;13;daikon.inv.unary.scalar.LowerBound;Specific values;GitHub_getOrganizationRepositories-daikon.inv.unary.scalar.LowerBound;GitHub_getOrganizationRepositories-Specific values;TP;TP;TP;0.95;657;384;1041;10000;GPT-4o
GitHub_getOrganizationRepositories;14;daikon.inv.unary.scalar.LowerBound;Specific values;GitHub_getOrganizationRepositories-daikon.inv.unary.scalar.LowerBound;GitHub_getOrganizationRepositories-Specific values;TP;TP;TP;0.95;670;385;1055;10000;GPT-4o
GitHub_getOrganizationRepositories;15;daikon.inv.unary.scalar.LowerBound;Specific values;GitHub_getOrganizationRepositories-daikon.inv.unary.scalar.LowerBound;GitHub_getOrganizationRepositories-Specific values;TP;TP;TP;0.95;647;343;990;10000;GPT-4o
GitHub_getOrganizationRepositories;16;daikon.inv.unary.scalar.LowerBound;Specific values;GitHub_getOrganizationRepositories-daikon.inv.unary.scalar.LowerBound;GitHub_getOrganizationRepositories-Specific values;TP;TP;TP;0.95;665;371;1036;10000;GPT-4o
GitHub_getOrganizationRepositories;17;daikon.inv.unary.scalar.NonZero;Arithmetic comparisons;GitHub_getOrganizationRepositories-daikon.inv.unary.scalar.NonZero;GitHub_getOrganizationRepositories-Arithmetic comparisons;TP;TP;TP;0.95;602;392;994;10000;GPT-4o
GitHub_getOrganizationRepositories;18;daikon.inv.unary.scalar.OneOfScalar;Specific values;GitHub_getOrganizationRepositories-daikon.inv.unary.scalar.OneOfScalar;GitHub_getOrganizationRepositories-Specific values;FP;FP;TN;0.7;650;412;1062;10000;GPT-4o
GitHub_getOrganizationRepositories;19;daikon.inv.unary.string.OneOfString;Specific values;GitHub_getOrganizationRepositories-daikon.inv.unary.string.OneOfString;GitHub_getOrganizationRepositories-Specific values;TP;TP;TP;0.9;666;445;1111;10000;GPT-4o
GitHub_getOrganizationRepositories;20;daikon.inv.unary.scalar.NonZero;Arithmetic comparisons;GitHub_getOrganizationRepositories-daikon.inv.unary.scalar.NonZero;GitHub_getOrganizationRepositories-Arithmetic comparisons;TP;TP;TP;0.95;593;435;1028;10000;GPT-4o
GitHub_getOrganizationRepositories;21;daikon.inv.unary.scalar.OneOfScalar;Specific values;GitHub_getOrganizationRepositories-daikon.inv.unary.scalar.OneOfScalar;GitHub_getOrganizationRepositories-Specific values;TP;TP;TP;0.85;663;426;1089;10000;GPT-4o
GitHub_getOrganizationRepositories;22;daikon.inv.binary.twoScalar.IntLessThan;Arithmetic comparisons;GitHub_getOrganizationRepositories-daikon.inv.binary.twoScalar.IntLessThan;GitHub_getOrganizationRepositories-Arithmetic comparisons;FP;TP;FP;0.9;725;508;1233;10000;GPT-4o
GitHub_getOrganizationRepositories;23;daikon.inv.binary.twoScalar.IntLessThan;Arithmetic comparisons;GitHub_getOrganizationRepositories-daikon.inv.binary.twoScalar.IntLessThan;GitHub_getOrganizationRepositories-Arithmetic comparisons;FP;FP;TN;0.8;728;531;1259;10000;GPT-4o
GitHub_getOrganizationRepositories;24;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;GitHub_getOrganizationRepositories-daikon.inv.binary.twoScalar.IntNonEqual;GitHub_getOrganizationRepositories-Arithmetic comparisons;FP;TP;FP;0.9;717;538;1255;50;GPT-4o
GitHub_getOrganizationRepositories;25;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;GitHub_getOrganizationRepositories-daikon.inv.binary.twoScalar.IntGreaterThan;GitHub_getOrganizationRepositories-Arithmetic comparisons;FP;FP;TN;0.9;784;465;1249;50;GPT-4o
GitHub_getOrganizationRepositories;26;daikon.inv.binary.twoScalar.IntLessThan;Arithmetic comparisons;GitHub_getOrganizationRepositories-daikon.inv.binary.twoScalar.IntLessThan;GitHub_getOrganizationRepositories-Arithmetic comparisons;FP;FP;TN;0.8;718;445;1163;10000;GPT-4o
GitHub_getOrganizationRepositories;27;daikon.inv.binary.twoScalar.IntLessThan;Arithmetic comparisons;GitHub_getOrganizationRepositories-daikon.inv.binary.twoScalar.IntLessThan;GitHub_getOrganizationRepositories-Arithmetic comparisons;FP;TP;FP;0.95;721;487;1208;10000;GPT-4o
GitHub_getOrganizationRepositories;28;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;GitHub_getOrganizationRepositories-daikon.inv.binary.twoScalar.IntNonEqual;GitHub_getOrganizationRepositories-Arithmetic comparisons;FP;TP;FP;0.95;698;380;1078;10000;GPT-4o
GitHub_getOrganizationRepositories;29;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;GitHub_getOrganizationRepositories-daikon.inv.binary.twoScalar.IntGreaterThan;GitHub_getOrganizationRepositories-Arithmetic comparisons;FP;TP;FP;0.75;710;410;1120;10000;GPT-4o
GitHub_getOrganizationRepositories;30;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;GitHub_getOrganizationRepositories-daikon.inv.binary.twoScalar.IntGreaterThan;GitHub_getOrganizationRepositories-Arithmetic comparisons;FP;TP;FP;0.95;719;436;1155;10000;GPT-4o
GitHub_getOrganizationRepositories;31;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;GitHub_getOrganizationRepositories-daikon.inv.binary.twoScalar.IntNonEqual;GitHub_getOrganizationRepositories-Arithmetic comparisons;FP;TP;FP;0.95;700;456;1156;10000;GPT-4o
GitHub_getOrganizationRepositories;32;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;GitHub_getOrganizationRepositories-daikon.inv.binary.twoScalar.IntGreaterThan;GitHub_getOrganizationRepositories-Arithmetic comparisons;FP;TP;FP;0.95;718;487;1205;10000;GPT-4o
GitHub_getOrganizationRepositories;33;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;GitHub_getOrganizationRepositories-daikon.inv.binary.twoScalar.IntGreaterThan;GitHub_getOrganizationRepositories-Arithmetic comparisons;FP;TP;FP;0.95;780;435;1215;10000;GPT-4o
GitHub_getOrganizationRepositories;34;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;GitHub_getOrganizationRepositories-daikon.inv.binary.twoScalar.IntGreaterThan;GitHub_getOrganizationRepositories-Arithmetic comparisons;FP;FP;TN;0.7;714;435;1149;100;GPT-4o
GitHub_getOrganizationRepositories;35;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;GitHub_getOrganizationRepositories-daikon.inv.binary.twoScalar.IntNonEqual;GitHub_getOrganizationRepositories-Arithmetic comparisons;FP;TP;FP;0.95;725;427;1152;10000;GPT-4o
GitHub_getOrganizationRepositories;36;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;GitHub_getOrganizationRepositories-daikon.inv.binary.twoScalar.IntNonEqual;GitHub_getOrganizationRepositories-Arithmetic comparisons;FP;TP;FP;0.95;702;480;1182;10000;GPT-4o
GitHub_getOrganizationRepositories;37;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;GitHub_getOrganizationRepositories-daikon.inv.binary.twoScalar.IntGreaterThan;GitHub_getOrganizationRepositories-Arithmetic comparisons;FP;FP;TN;0.7;721;474;1195;10000;GPT-4o
GitHub_getOrganizationRepositories;38;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;GitHub_getOrganizationRepositories-daikon.inv.binary.twoScalar.IntGreaterThan;GitHub_getOrganizationRepositories-Arithmetic comparisons;FP;FP;TN;0.7;802;478;1280;10000;GPT-4o
GitHub_getOrganizationRepositories;39;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;GitHub_getOrganizationRepositories-daikon.inv.binary.twoScalar.IntGreaterEqual;GitHub_getOrganizationRepositories-Arithmetic comparisons;FP;TP;FP;0.95;726;426;1152;50;GPT-4o
GitHub_getOrganizationRepositories;40;daikon.inv.unary.scalar.NonZero;Arithmetic comparisons;GitHub_getOrganizationRepositories-daikon.inv.unary.scalar.NonZero;GitHub_getOrganizationRepositories-Arithmetic comparisons;TP;TP;TP;0.95;596;415;1011;10000;GPT-4o
GitHub_getOrganizationRepositories;41;daikon.inv.unary.sequence.EltNonZero;Array properties;GitHub_getOrganizationRepositories-daikon.inv.unary.sequence.EltNonZero;GitHub_getOrganizationRepositories-Array properties;TP;TP;TP;0.95;606;421;1027;10000;GPT-4o
GitHub_getOrganizationRepositories;42;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;GitHub_getOrganizationRepositories-daikon.inv.binary.twoScalar.IntGreaterEqual;GitHub_getOrganizationRepositories-Arithmetic comparisons;TP;TP;TP;0.95;626;473;1099;10000;GPT-4o
GitHub_getOrganizationRepositories;43;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;GitHub_getOrganizationRepositories-daikon.inv.binary.twoScalar.IntNonEqual;GitHub_getOrganizationRepositories-Arithmetic comparisons;FP;FP;TN;0.9;623;501;1124;100;GPT-4o
GitHub_getOrganizationRepositories;44;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;GitHub_getOrganizationRepositories-daikon.inv.binary.twoScalar.IntNonEqual;GitHub_getOrganizationRepositories-Arithmetic comparisons;FP;FP;TN;0.8;625;505;1130;50;GPT-4o
GitHub_getOrganizationRepositories;45;daikon.inv.unary.string.IsUrl;Specific formats;GitHub_getOrganizationRepositories-daikon.inv.unary.string.IsUrl;GitHub_getOrganizationRepositories-Specific formats;TP;TP;TP;0.95;741;411;1152;10000;GPT-4o
GitHub_getOrganizationRepositories;46;daikon.inv.unary.string.FixedLengthString;Specific formats;GitHub_getOrganizationRepositories-daikon.inv.unary.string.FixedLengthString;GitHub_getOrganizationRepositories-Specific formats;TP;FP;FN;0.8;672;469;1141;10000;GPT-4o
